,STU_ID,SCH_ID,F3ERN2011,F3C02,F3EVRGED,F3EVERDO,BYMOTHED,BYS14,BYRACE,BYP61,F3ATTAINMENT,BYTXCSTD,BYSES1,F3JUNEDSTAT,F3REGION,F3B35,female,no_parent,moth_ed_1,moth_ed_2,moth_ed_3,moth_ed_4,moth_ed_5,moth_ed_6,moth_ed_7,moth_ed_8,region_1,region_2,region_3,region_4,high_school_grad,ged,BYRACE2,Other,Asian,Black,Hispanic,White,post_sec_edu,income_log
9348,305210,3052,63000,35,0,0,1,1,5,0,2,26.25,-1.22,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,11.05089001
9350,305212,3052,28000,40,0,0,1,1,5,0,3,43.21,-1.33,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.23995979
9351,305213,3052,5000,40,0,0,1,1,4,0,3,43.09,-1.22,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,8.517193191
9355,305217,3052,90000,50,1,1,2,1,4,0,5,40.09,-0.91,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,2,11.40756495
9357,305219,3052,27000,55,0,0,1,1,4,0,4,48.05,-1.52,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.20359214
9362,305224,3052,40000,50,0,0,1,1,4,0,4,51.54,-0.48,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.59663473
9364,305227,3052,45000,50,0,0,3,1,5,0,3,46.47,-0.25,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.71441777
9365,305228,3052,17000,35,0,0,1,2,5,0,5,44.23,-1.32,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,9.740968623
9366,305229,3052,18000,65,0,0,1,1,4,0,6,39.02,-1.24,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,9.798127037
9368,305231,3052,34000,40,0,0,1,1,4,0,3,43.61,-0.99,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,10.4341158
9369,305232,3052,7000,20,0,0,1,2,4,0,6,40.32,-1.07,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,8.853665428
9379,306108,3061,62000,40,0,0,2,1,7,0,2,25.07,-0.45,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,11.03488966
9381,306110,3061,6000,20,0,0,2,2,4,0,6,50.75,-0.85,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,8.699514748
9383,306112,3061,1200,6,0,0,5,1,5,0,3,41.74,-0.45,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,7.090076836
9388,306117,3061,80000,80,0,1,1,1,5,0,5,38.83,-0.99,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,2,11.28978191
9394,306123,3061,31000,40,0,0,3,1,5,0,3,45.78,0.2,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.34174248
9399,306128,3061,2500,20,0,0,2,1,5,0,3,40.63,-0.59,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,7.824046011
9400,306129,3061,33000,60,0,0,1,1,5,0,3,40.27,-0.54,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.40426284
9403,306132,3061,60000,60,0,0,6,2,7,0,6,68.37,0.41,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,11.00209984
9406,306202,3062,50000,50,0,0,3,1,4,1,4,40.34,-0.24,3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.81977828
9416,306215,3062,6000,16,0,0,1,2,4,0,2,46.19,-1.01,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,8.699514748
9419,306218,3062,10000,35,0,0,5,2,6,0,2,47.52,0.27,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,9.210340372
9420,306219,3062,34000,40,0,0,2,2,7,0,6,59.36,-0.18,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.4341158
9422,307102,3071,27000,40,0,0,6,2,2,0,5,45.86,0.98,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,2,10.20359214
9424,307104,3071,3500,43,0,0,1,1,4,0,3,59.81,-1.33,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,8.160518247
9426,307106,3071,10000,40,0,0,4,1,7,0,3,44.51,0.33,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.210340372
9427,307107,3071,8000,20,0,0,2,2,5,1,2,56.53,-0.54,4,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,8.987196821
9428,307108,3071,20000,35,0,0,2,1,7,0,6,59.45,0.67,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,9.903487553
9430,307112,3071,30000,40,0,0,1,2,4,0,2,36.97,-1.24,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.30895266
9431,307113,3071,22000,37,0,0,1,2,4,0,4,50.71,-1.27,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,9.998797732
9433,307116,3071,29000,50,0,0,5,2,7,0,6,48.14,0.49,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.27505111
9438,307121,3071,20000,40,0,0,6,1,6,1,8,61.37,0.71,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,6,9.903487553
9439,307122,3071,65000,75,0,0,1,1,4,0,6,51.39,-0.83,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,11.08214255
9451,307209,3072,22500,40,0,0,1,1,2,0,3,59.01,-1.21,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,10.02127059
9453,307212,3072,25000,75,0,0,7,1,7,1,3,59.15,1.13,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.1266311
9456,307215,3072,55000,40,0,0,3,1,7,0,5,65.58,0.38,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,2,10.91508846
9462,307221,3072,18000,40,0,0,5,1,7,0,8,53.14,0.29,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,9.798127037
9463,308101,3081,22000,50,0,0,6,1,7,0,2,56.99,0.11,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.998797732
9465,308103,3081,105000,40,0,0,6,1,2,0,8,62.79,0.53,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,11.56171563
9469,308107,3081,42000,40,0,0,6,2,5,1,6,58.86,1.05,3,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,10.6454249
9471,308109,3081,18000,33,0,0,1,2,7,1,4,61.18,-0.94,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,1,9.798127037
9474,308112,3081,60000,60,0,0,2,1,5,1,4,41.57,-0.61,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,11.00209984
9479,308202,3082,18000,40,0,0,6,1,7,0,2,48.43,0.33,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.798127037
9482,308206,3082,50000,45,0,0,2,1,2,0,6,55.78,-0.87,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.81977828
9483,308207,3082,3500,36,0,0,3,1,7,0,3,61.37,0.08,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,8.160518247
9484,308208,3082,43000,40,0,0,1,2,5,1,4,45.07,-1.94,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.66895539
9490,308215,3082,30000,40,0,0,3,2,7,0,7,62.74,-0.38,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,5,10.30895266
9493,308218,3082,14000,30,0,0,4,2,5,1,3,50.75,0.64,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,9.546812609
9495,308220,3082,15000,40,0,0,5,2,7,1,3,53.3,-0.09,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.61580548
9497,308301,3083,14000,30,0,0,3,2,3,1,4,46.19,-0.19,3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,1,9.546812609
9499,308303,3083,6000,10,0,1,2,1,1,0,1,47.24,-0.3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8.699514748
9501,308305,3083,32000,75,0,0,3,1,7,0,3,46.89,-0.34,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.37349118
9503,308308,3083,25000,40,0,0,6,2,7,0,3,52.49,0.87,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.1266311
9507,308314,3083,10000,40,0,0,1,2,7,1,2,48.83,-0.8,4,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,9.210340372
9510,308317,3083,17000,40,0,0,2,1,7,1,3,63.43,-0.44,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.740968623
9511,308320,3083,50000,40,0,0,2,1,4,0,4,51.91,-0.56,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.81977828
9513,308322,3083,23000,40,0,0,2,2,7,0,3,34.75,-0.45,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.04324949
9517,308326,3083,17000,40,0,0,5,2,7,1,3,41.22,0.41,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.740968623
9523,309104,3091,25000,60,0,0,8,1,5,0,3,53.14,1.72,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,10.1266311
9527,309109,3091,62000,45,0,0,4,1,3,0,8,56.47,0.8,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,6,11.03488966
9528,309110,3091,70000,50,0,0,6,2,7,0,6,61.91,0.77,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,11.15625052
9530,309113,3091,30000,40,0,0,6,1,7,0,8,61.93,0.86,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,6,10.30895266
9534,309119,3091,80000,50,0,0,6,2,6,0,8,51.86,1.29,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,6,11.28978191
9537,309123,3091,22000,40,0,0,6,2,7,0,3,50.01,0.68,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,9.998797732
9538,309124,3091,50000,45,0,0,2,1,2,0,6,60.1,0.16,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,4,10.81977828
9539,309125,3091,13000,35,0,0,5,2,7,1,6,52.59,0.57,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,9.472704636
9547,309203,3092,26000,40,0,0,5,2,7,1,2,47.34,0.04,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.16585182
9548,309204,3092,25000,40,1,0,3,1,3,0,3,44.81,0.3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,10.1266311
9551,309207,3092,15000,42,0,0,6,1,7,1,3,53.36,0.35,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,9.61580548
9556,309213,3092,10000,40,0,0,2,2,3,0,3,39.09,-1.19,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,9.210340372
9557,309214,3092,27000,40,1,0,2,1,7,0,3,47.44,0.03,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,0,0,0,0,1,0,10.20359214
9567,309226,3092,45000,40,0,0,5,2,3,1,6,56.69,0.36,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,4,10.71441777
9575,310103,3101,25000,45,0,1,1,1,5,0,1,37.01,-1.09,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,10.1266311
9579,310107,3101,10000,40,0,1,2,1,7,0,1,61.17,-0.8,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,9.210340372
9580,310108,3101,30000,40,0,0,3,2,7,1,2,42.62,-0.49,4,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.30895266
9583,310111,3101,10000,20,0,0,6,2,2,0,8,56.96,1.38,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,6,9.210340372
9587,310202,3102,11000,50,0,0,4,2,7,0,6,43.72,0.49,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,9.305650552
9592,310208,3102,22000,40,0,0,5,2,7,0,2,53.04,-0.93,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,9.998797732
9594,310210,3102,50000,55,0,0,7,2,7,0,6,60,0.6,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.81977828
9595,310211,3102,4000,25,0,0,3,1,7,1,5,29.66,-0.18,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,2,8.29404964
9600,310217,3102,4500,40,0,0,3,1,7,0,2,57.2,0.29,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,8.411832676
9601,310218,3102,60000,52,0,0,1,2,3,0,2,34.89,-1.06,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,11.00209984
9606,311102,3111,38000,40,0,0,4,1,3,0,6,39.88,0.18,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,4,10.54534144
9607,311103,3111,35000,36,0,0,4,2,3,0,6,32.54,0.3,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,4,10.46310334
9612,311108,3111,6000,22,0,0,2,2,7,0,6,40.96,0.68,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,8.699514748
9616,311113,3111,60000,45,0,0,5,2,7,0,3,52.69,0.45,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,11.00209984
9622,311121,3111,25000,46,0,0,2,2,3,1,3,42.39,-0.4,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,10.1266311
9629,311129,3111,15000,18,0,1,2,1,3,1,2,31.68,-0.95,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,9.61580548
9635,311206,3112,25000,35,1,1,5,1,3,1,2,29.43,-0.02,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,10.1266311
9636,311207,3112,65000,40,0,0,6,1,2,0,6,57.19,1.05,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,4,11.08214255
9640,311212,3112,27000,40,0,0,2,1,7,0,3,43.62,-0.12,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.20359214
9641,311213,3112,34000,40,0,0,1,2,4,0,3,43.74,-1.01,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,10.4341158
9644,311216,3112,33000,40,0,0,3,2,3,1,6,58.97,-0.13,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,4,10.40426284
9646,311218,3112,72000,60,0,0,4,1,5,0,6,69.67,-0.69,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,11.1844214
9647,311220,3112,60000,35,0,0,4,2,3,1,6,50.34,0.12,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,4,11.00209984
9656,312110,3121,48000,40,0,0,6,2,4,0,6,58.99,0.05,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.77895629
9657,312111,3121,36000,57,0,0,2,1,7,1,6,57.76,0.28,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.49127422
9658,312112,3121,9000,30,0,0,3,2,7,0,6,59.09,0.55,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,9.104979856
9661,312116,3121,62000,42,0,0,4,2,7,0,10,60.7,0.58,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,8,11.03488966
9663,312118,3121,22000,60,0,0,6,1,3,1,3,49.81,0.04,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,9.998797732
9664,312119,3121,35000,50,0,0,1,2,7,0,3,58.42,-0.59,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.46310334
9665,312120,3121,28000,40,0,1,2,1,3,0,3,49.05,-0.03,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,10.23995979
9667,312204,3122,50000,80,0,0,8,2,7,0,10,76.47,1.69,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,0,0,0,0,1,8,10.81977828
9669,312213,3122,12000,40,0,0,6,2,7,0,6,54.8,1.45,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,9.392661929
9670,312214,3122,39000,40,0,0,6,1,7,1,3,67.47,0.61,3,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.57131693
9671,312215,3122,26000,40,0,0,7,1,7,0,8,65.48,0.81,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,1,6,10.16585182
9678,313105,3131,30000,40,0,0,3,1,7,0,3,40.42,-0.09,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.30895266
9680,313107,3131,13000,25,0,0,2,1,7,0,5,56.77,-0.83,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,2,9.472704636
9687,313115,3131,23000,45,0,0,2,2,7,1,2,47.09,0.1,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.04324949
9689,313201,3132,29000,40,0,0,2,1,5,0,2,37.79,-1.19,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,10.27505111
9694,313206,3132,19000,45,0,0,1,1,5,1,3,54.07,-1.27,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,9.852194258
9695,313207,3132,50000,45,1,1,4,1,4,1,5,56.75,-0.62,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,2,10.81977828
9697,313209,3132,20000,40,0,0,1,2,4,0,3,47.81,-1.16,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,9.903487553
9707,314106,3141,34000,40,0,0,5,2,7,1,6,57.31,0.55,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.4341158
9708,314107,3141,36000,38,0,0,2,2,7,0,6,59.01,-0.16,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.49127422
9713,314113,3141,1200,20,0,0,1,1,7,0,10,63.1,-0.99,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,8,7.090076836
9719,314119,3141,28000,50,0,0,7,2,7,1,6,54.53,0.65,3,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.23995979
9721,314122,3141,12000,36,0,1,1,1,3,0,1,32.08,-1.35,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,9.392661929
9722,314123,3141,23000,30,0,0,2,2,7,0,3,67,-0.5,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.04324949
9728,314130,3141,23000,50,0,0,2,1,7,0,2,33.47,-1.07,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.04324949
9732,314206,3142,55000,40,0,0,5,1,7,1,2,42.85,0.48,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.91508846
9735,314210,3142,70000,50,0,0,5,1,7,0,6,64.17,0.43,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,11.15625052
9736,314211,3142,20000,24,0,0,3,2,7,1,6,42.88,0.12,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,9.903487553
9737,314215,3142,55000,60,0,0,2,2,7,0,5,42.72,-0.4,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,2,10.91508846
9738,314216,3142,25000,36,0,0,3,2,7,1,2,50.21,-0.28,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.1266311
9749,315106,3151,14000,25,0,0,2,1,7,0,6,54.06,0.46,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,9.546812609
9750,315107,3151,30000,40,0,0,1,2,2,0,6,51.82,-0.73,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.30895266
9751,315108,3151,45000,50,0,0,6,1,3,0,6,55.19,0.98,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,1,0,0,4,10.71441777
9752,315109,3151,20000,20,0,0,7,2,7,0,6,70.03,1.39,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.903487553
9756,315113,3151,16000,35,0,0,4,2,3,1,2,42.94,-0.37,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,9.680344001
9759,315116,3151,20000,40,0,0,2,1,3,1,3,46.12,-0.58,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,9.903487553
9760,315117,3151,5000,40,0,0,1,1,7,0,10,56.07,0.46,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,8,8.517193191
9761,315118,3151,21000,40,0,0,2,2,7,1,2,54.58,-0.58,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,9.952277717
9763,315120,3151,42000,55,0,0,6,1,7,1,3,43.96,0.47,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.6454249
9764,315121,3151,21000,40,0,0,4,2,7,0,6,48.68,-0.1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,9.952277717
9768,315205,3152,30000,30,0,0,7,1,7,0,3,45.7,0.46,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.30895266
9771,315208,3152,20000,40,0,0,5,2,3,0,4,26.94,0.78,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,1,9.903487553
9772,315209,3152,24000,40,0,0,4,1,7,0,5,57.78,-0.11,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,2,10.08580911
9773,315210,3152,30000,40,0,0,3,1,7,0,6,50.79,0.32,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.30895266
9778,315216,3152,28000,45,0,0,4,1,7,0,3,50.69,0.16,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.23995979
9779,315217,3152,3000,55,0,0,3,2,7,1,8,59.81,0.44,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,6,8.006367568
9784,315223,3152,25000,40,0,1,1,1,7,1,1,43.83,-1.06,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,10.1266311
9786,315226,3152,15000,25,0,0,6,1,7,0,6,47.17,0.35,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,9.61580548
9788,316102,3161,14000,40,0,0,3,2,7,0,3,59.99,0.31,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,9.546812609
9789,316103,3161,25000,36,0,0,3,2,7,1,4,38.7,-0.05,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,1,10.1266311
